0	Unclassified
0	k__Bacteria
0	k__Bacteria	p__Pseudomonadota
0	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria
0	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales
0	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae
0	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia
4	k__Viruses	p__Cressdnaviricota	c__Repensiviricetes	o__Geplafuvirales	f__Geminiviridae	g__Begomovirus	s__Rhynchosia_yellow_mosaic_India_virus
2	k__Viruses	p__Cressdnaviricota	c__Repensiviricetes	o__Geplafuvirales	f__Geminiviridae	g__Begomovirus	s__Crassocephalum_yellow_vein_virus
2	k__Viruses	p__Cressdnaviricota	c__Repensiviricetes	o__Geplafuvirales	f__Geminiviridae	g__Begomovirus	s__Eupatorium_yellow_vein_virus
2	k__Viruses	p__Cressdnaviricota	c__Repensiviricetes	o__Geplafuvirales	f__Geminiviridae	g__Begomovirus	s__Sida_golden_mosaic_Buckup_virus
2	k__Viruses	p__Cressdnaviricota	c__Repensiviricetes	o__Geplafuvirales	f__Geminiviridae	g__Begomovirus	s__Sida_golden_mosaic_Braco_virus
0	k__Viruses	p__Cressdnaviricota	c__Repensiviricetes	o__Geplafuvirales	f__Geminiviridae	g__Mastrevirus
2	k__Viruses	p__Cressdnaviricota	c__Repensiviricetes	o__Geplafuvirales	f__Geminiviridae	g__Mastrevirus	s__Chickpea_chlorosis_virus
2	k__Viruses	p__Cressdnaviricota	c__Repensiviricetes	o__Geplafuvirales	f__Geminiviridae	g__Mastrevirus	s__Wheat_dwarf_virus
0	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes
0	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cremevirales
0	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cremevirales	f__Smacoviridae
0	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cremevirales	f__Smacoviridae	g__Porprismacovirus
2	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cremevirales	f__Smacoviridae	g__Porprismacovirus	s__Porcine_associated_porprismacovirus_10
0	k__Viruses	p__Phixviricota
0	k__Viruses	p__Phixviricota	c__Malgrandaviricetes
0	k__Viruses	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales
0	k__Viruses	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae
150	k__Viruses	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	s__Microviridae_phi-CA82
0	k__Viruses	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Chlamydiamicrovirus
4	k__Viruses	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Chlamydiamicrovirus	s__Chlamydiamicrovirus_CPG1
2	k__Viruses	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Chlamydiamicrovirus	s__Chlamydiamicrovirus_Chp2
0	k__Viruses	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Spiromicrovirus
2	k__Viruses	p__Phixviricota	c__Malgrandaviricetes	o__Petitvirales	f__Microviridae	g__Spiromicrovirus	s__Spiromicrovirus_SpV4
0	k__Viruses	p__Saleviricota
0	k__Viruses	p__Saleviricota	c__Huolimaviricetes
0	k__Viruses	p__Saleviricota	c__Huolimaviricetes	o__Haloruvirales
0	k__Viruses	p__Saleviricota	c__Huolimaviricetes	o__Haloruvirales	f__Pleolipoviridae
0	k__Viruses	p__Saleviricota	c__Huolimaviricetes	o__Haloruvirales	f__Pleolipoviridae	g__Betapleolipovirus
2	k__Viruses	p__Saleviricota	c__Huolimaviricetes	o__Haloruvirales	f__Pleolipoviridae	g__Betapleolipovirus	s__Betapleolipovirus_HGPV1
0	k__Viruses	p__Hofneiviricota
0	k__Viruses	p__Hofneiviricota	c__Faserviricetes
0	k__Viruses	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales
0	k__Viruses	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae
0	k__Viruses	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__Psecadovirus
2	k__Viruses	p__Hofneiviricota	c__Faserviricetes	o__Tubulavirales	f__Inoviridae	g__Psecadovirus	s__Psecadovirus_PSH1
0	k__Viruses	g__Pandoravirus
568	k__Viruses	g__Pandoravirus	s__Pandoravirus_quercus
346	k__Viruses	g__Pandoravirus	s__Pandoravirus_neocaledonia
122	k__Viruses	g__Pandoravirus	s__Pandoravirus_inopinatum
110	k__Viruses	g__Pandoravirus	s__Pandoravirus_salinus
82	k__Viruses	g__Pandoravirus	s__Pandoravirus_macleodensis
62	k__Viruses	g__Pandoravirus	s__Pandoravirus_dulcis
0	k__Viruses	f__Pithoviridae
0	k__Viruses	f__Pithoviridae	g__Pithovirus
20	k__Viruses	f__Pithoviridae	g__Pithovirus	s__Pithovirus_sibericum
2	k__Viruses	f__Pithoviridae	s__Cedratvirus_A11
20	k__Viruses	s__Apis_mellifera_filamentous_virus
164	k__Viruses	s__Fadolivirus_1
2	k__Viruses	s__Asgard_archaea_virus_VerdaV4
636	k__Viruses	s__Acanthamoeba_castellanii_medusavirus
50	k__Viruses	s__Human_DNA_virus
14	k__Viruses	s__Pacmanvirus_A23
6	k__Viruses	s__Wabat_virus
6	k__Viruses	s__Elicom_virus_1
2	k__Viruses	s__Leptopilina_boulardi_filamentous_virus
2	k__Viruses	s__Mollivirus_sibericum
0	k__Viruses	p__Kitrinoviricota
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Endornaviridae
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Endornaviridae	g__Alphaendornavirus
246	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Endornaviridae	g__Alphaendornavirus	s__Bell_pepper_alphaendornavirus
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Endornaviridae	g__Betaendornavirus
2	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Endornaviridae	g__Betaendornavirus	s__Tuber_aestivum_betaendornavirus
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Closteroviridae
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Closteroviridae	g__Ampelovirus
118	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Closteroviridae	g__Ampelovirus	s__Air_potato_ampelovirus_1
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Closteroviridae	g__Crinivirus
6	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Closteroviridae	g__Crinivirus	s__Tetterwort_vein_chlorosis_virus
2	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Closteroviridae	g__Crinivirus	s__Blackberry_yellow_vein-associated_virus
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Closteroviridae	g__Velarivirus
2	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Closteroviridae	g__Velarivirus	s__Malus_domestica_virus_A
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Togaviridae
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Togaviridae	g__Alphavirus
4	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Togaviridae	g__Alphavirus	s__Bebaru_virus
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Virgaviridae
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Virgaviridae	g__Tobamovirus
2	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Martellivirales	f__Virgaviridae	g__Tobamovirus	s__Tobacco_mild_green_mosaic_virus
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Alphaflexiviridae
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Alphaflexiviridae	g__Potexvirus
128	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Alphaflexiviridae	g__Potexvirus	s__Tulip_virus_X
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Alphaflexiviridae	g__Lolavirus
88	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Alphaflexiviridae	g__Lolavirus	s__Lolium_latent_virus
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Betaflexiviridae
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Betaflexiviridae	g__Carlavirus
4	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Betaflexiviridae	g__Carlavirus	s__Carlavirus_PepVA
2	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Betaflexiviridae	g__Carlavirus	s__Aconitum_latent_virus
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Betaflexiviridae	g__Foveavirus
2	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Betaflexiviridae	g__Foveavirus	s__Foveavirus_ChVB
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Tymoviridae
0	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Tymoviridae	g__Maculavirus
2	k__Viruses	p__Kitrinoviricota	c__Alsuviricetes	o__Tymovirales	f__Tymoviridae	g__Maculavirus	s__Fig_fleck-associated_virus
0	k__Viruses	p__Kitrinoviricota	c__Magsaviricetes
0	k__Viruses	p__Kitrinoviricota	c__Magsaviricetes	o__Nodamuvirales
0	k__Viruses	p__Kitrinoviricota	c__Magsaviricetes	o__Nodamuvirales	f__Nodaviridae
0	k__Viruses	p__Kitrinoviricota	c__Magsaviricetes	o__Nodamuvirales	f__Nodaviridae	g__Alphanodavirus
156	k__Viruses	p__Kitrinoviricota	c__Magsaviricetes	o__Nodamuvirales	f__Nodaviridae	g__Alphanodavirus	s__Nodamura_virus
0	k__Viruses	p__Kitrinoviricota	c__Flasuviricetes
0	k__Viruses	p__Kitrinoviricota	c__Flasuviricetes	o__Amarillovirales
0	k__Viruses	p__Kitrinoviricota	c__Flasuviricetes	o__Amarillovirales	f__Flaviviridae
0	k__Viruses	p__Kitrinoviricota	c__Flasuviricetes	o__Amarillovirales	f__Flaviviridae	g__Flavivirus
10	k__Viruses	p__Kitrinoviricota	c__Flasuviricetes	o__Amarillovirales	f__Flaviviridae	g__Flavivirus	s__Hanko_virus
0	k__Viruses	p__Kitrinoviricota	c__Flasuviricetes	o__Amarillovirales	f__Flaviviridae	g__Orthoflavivirus
4	k__Viruses	p__Kitrinoviricota	c__Flasuviricetes	o__Amarillovirales	f__Flaviviridae	g__Orthoflavivirus	s__Orthoflavivirus_usutuense
0	k__Viruses	p__Kitrinoviricota	c__Tolucaviricetes
0	k__Viruses	p__Kitrinoviricota	c__Tolucaviricetes	o__Tolivirales
0	k__Viruses	p__Kitrinoviricota	c__Tolucaviricetes	o__Tolivirales	f__Tombusviridae
0	k__Viruses	p__Kitrinoviricota	c__Tolucaviricetes	o__Tolivirales	f__Tombusviridae	g__Alphacarmovirus
6	k__Viruses	p__Kitrinoviricota	c__Tolucaviricetes	o__Tolivirales	f__Tombusviridae	g__Alphacarmovirus	s__Alphacarmovirus_adonis
0	k__Viruses	p__Pisuviricota
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus
62	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Human_coronavirus_229E
50	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Coronavirus_AcCoV-JC34
24	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Miniopterus_bat_coronavirus_HKU8
2	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Alphacoronavirus_sp.
2	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae	g__Alphacoronavirus	s__Wencheng_Sm_shrew_coronavirus
2	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae	s__Bat_coronavirus
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Tobaniviridae
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Tobaniviridae	g__Torovirus
8	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Tobaniviridae	g__Torovirus	s__Hainan_hebius_popei_torovirus
4	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Tobaniviridae	g__Torovirus	s__Torovirus_banli
2	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Tobaniviridae	s__Serpentovirinae_sp.
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Picornaviridae
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Picornaviridae	g__Rabovirus
62	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Picornaviridae	g__Rabovirus	s__Rabovirus_B
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Picornaviridae	g__Kobuvirus
62	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Picornaviridae	g__Kobuvirus	s__Aichivirus_C
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Dicistroviridae
14	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Dicistroviridae	s__Big_Sioux_River_virus
8	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	s__Picornavirales_sp.
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Iflaviridae
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Iflaviridae	g__Iflavirus
4	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Iflaviridae	g__Iflavirus	s__Iflavirus_achedomestici
2	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Iflaviridae	g__Iflavirus	s__Helicoverpa_armigera_iflavirus
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Sobelivirales
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Sobelivirales	f__Solemoviridae
0	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Sobelivirales	f__Solemoviridae	g__Sobemovirus
48	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Sobelivirales	f__Solemoviridae	g__Sobemovirus	s__Subterranean_clover_mottle_virus
0	k__Viruses	p__Pisuviricota	c__Stelpaviricetes
0	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Patatavirales
0	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Patatavirales	f__Potyviridae
0	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Patatavirales	f__Potyviridae	g__Macluravirus
42	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Patatavirales	f__Potyviridae	g__Macluravirus	s__Alpinia_oxyphylla_mosaic_virus
0	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Patatavirales	f__Potyviridae	g__Potyvirus
16	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Patatavirales	f__Potyviridae	g__Potyvirus	s__Cucurbit_vein_banding_virus
0	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Patatavirales	f__Potyviridae	g__Tritimovirus
2	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Patatavirales	f__Potyviridae	g__Tritimovirus	s__Wheat_eqlid_mosaic_virus
2	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Patatavirales	f__Potyviridae	g__Tritimovirus	s__Oat_necrotic_mottle_virus
0	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Stellavirales
0	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Stellavirales	f__Astroviridae
0	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Stellavirales	f__Astroviridae	g__Mamastrovirus
2	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Stellavirales	f__Astroviridae	g__Mamastrovirus	s__Qinghai_Himalayan_marmot_astrovirus_1
0	k__Viruses	p__Pisuviricota	c__Duplopiviricetes
0	k__Viruses	p__Pisuviricota	c__Duplopiviricetes	o__Durnavirales
0	k__Viruses	p__Pisuviricota	c__Duplopiviricetes	o__Durnavirales	f__Hypoviridae
0	k__Viruses	p__Pisuviricota	c__Duplopiviricetes	o__Durnavirales	f__Hypoviridae	g__Alphahypovirus
4	k__Viruses	p__Pisuviricota	c__Duplopiviricetes	o__Durnavirales	f__Hypoviridae	g__Alphahypovirus	s__Alphahypovirus_trichodermae
2	k__Viruses	p__Pisuviricota	c__Duplopiviricetes	o__Durnavirales	f__Hypoviridae	g__Alphahypovirus	s__Alphahypovirus_bipolaridis
2	k__Viruses	p__Pisuviricota	c__Duplopiviricetes	o__Durnavirales	f__Hypoviridae	s__Fusarium_langsethiae_hypovirus_1
0	k__Viruses	p__Pisuviricota	c__Duplopiviricetes	o__Durnavirales	f__Hypoviridae	g__Thetahypovirus
2	k__Viruses	p__Pisuviricota	c__Duplopiviricetes	o__Durnavirales	f__Hypoviridae	g__Thetahypovirus	s__Thetahypovirus_sclerotii
0	k__Viruses	p__Negarnaviricota
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Nairoviridae
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Nairoviridae	g__Orthonairovirus
92	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Nairoviridae	g__Orthonairovirus	s__Orthonairovirus_bushkeyense
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Nairoviridae	g__Orthonairovirus	s__Orthonairovirus_dugbeense
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Nairoviridae	g__Orthonairovirus	s__Yezo_virus
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae	g__Orthobunyavirus
32	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae	g__Orthobunyavirus	s__Orthobunyavirus_utingaense
18	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae	g__Orthobunyavirus	s__Orthobunyavirus_maprikense
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae	g__Orthobunyavirus	s__Orthobunyavirus_bertiogaense
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae	g__Orthobunyavirus	s__Orthobunyavirus_jamestownense
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae	g__Orthobunyavirus	s__Orthobunyavirus_horizonteense
26	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae	s__Kowanyama_virus
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae	g__Pacuvirus
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Peribunyaviridae	g__Pacuvirus	s__Pacuvirus_tapirapeense
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phenuiviridae
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phenuiviridae	g__Phlebovirus
20	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phenuiviridae	g__Phlebovirus	s__American_dog_tick_phlebovirus
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phenuiviridae	g__Phlebovirus	s__Phlebovirus_cocleense
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phenuiviridae	g__Phlebovirus	s__Phlebovirus_duraniaense
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Fimoviridae
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Fimoviridae	g__Emaravirus
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Fimoviridae	g__Emaravirus	s__Pistacia_emaravirus
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Fimoviridae	g__Emaravirus	s__Emaravirus_fici
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phasmaviridae
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phasmaviridae	g__Orthophasmavirus
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phasmaviridae	g__Orthophasmavirus	s__Orthophasmavirus_aedis
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phasmaviridae	g__Jonvirus
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Phasmaviridae	g__Jonvirus	s__Jonvirus_eboris
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Arenaviridae
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Arenaviridae	g__Mammarenavirus
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Arenaviridae	g__Mammarenavirus	s__Dhati_Welel_mammarenavirus
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Tospoviridae
0	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Tospoviridae	g__Orthotospovirus
2	k__Viruses	p__Negarnaviricota	c__Ellioviricetes	o__Bunyavirales	f__Tospoviridae	g__Orthotospovirus	s__Orthotospovirus_tomatozonae
0	k__Viruses	p__Negarnaviricota	c__Insthoviricetes
0	k__Viruses	p__Negarnaviricota	c__Insthoviricetes	o__Articulavirales
0	k__Viruses	p__Negarnaviricota	c__Insthoviricetes	o__Articulavirales	f__Orthomyxoviridae
0	k__Viruses	p__Negarnaviricota	c__Insthoviricetes	o__Articulavirales	f__Orthomyxoviridae	g__Alphainfluenzavirus
2	k__Viruses	p__Negarnaviricota	c__Insthoviricetes	o__Articulavirales	f__Orthomyxoviridae	g__Alphainfluenzavirus	s__Alphainfluenzavirus_influenzae
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Tibrovirus
12	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Tibrovirus	s__Tibrovirus_coastal
2	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Tibrovirus	s__Tibrovirus_beatrice
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Replylivirus
12	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Replylivirus	s__Replylivirus_allogus
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus
8	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Ephemerovirus_febris
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Sunrhavirus
2	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Sunrhavirus	s__Sunrhavirus_kwatta
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus
2	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Ledantevirus_elgon
2	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	s__Hymenopteran_rhabdo-related_virus_OKIAV38
2	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	s__Rhabdoviridae_sp.
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus
2	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Cytorhabdovirus_oryzae
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Paramyxoviridae
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Paramyxoviridae	g__Metaavulavirus
2	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Paramyxoviridae	g__Metaavulavirus	s__Metaavulavirus_delawarense
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Paramyxoviridae	g__Respirovirus
2	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Paramyxoviridae	g__Respirovirus	s__Respirovirus_suis
0	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Paramyxoviridae	g__Orthorubulavirus
2	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Paramyxoviridae	g__Orthorubulavirus	s__Orthorubulavirus_parotitidis
